strain,reference_strain,isotype,previous_names,release,source_lab,collection_group,c_label,s_label,latitude,longitude,landscape,substrate,substrate_comment,substrate_temp,ambient_temp,substrate_moisture,ambient_humidity,photo,isolated_by,sampled_by,isolation_date,isolation_date_comment,notes,state,country
MY2684,0,RC301,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Slug,slug,NA,NA,NA,NA,NA,M . Barg,M. Barg,8/19/13,NA,NA,Schleswig-Holstein,Germany
MY2689,0,MY2713,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,chilopod,NA,NA,NA,NA,NA,M . Barg,M. Barg,8/21/13,NA,NA,Schleswig-Holstein,Germany
MY2688,0,MY920,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Slug,slug,NA,NA,NA,NA,NA,M . Barg,M. Barg,8/21/13,NA,NA,Schleswig-Holstein,Germany
MY2635,0,MY2713,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,isopod,NA,NA,NA,NA,NA,R. Hermann,R. Hermann,8/23/13,NA,NA,Schleswig-Holstein,Germany
MY2636,0,RC301,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,myriapod,NA,NA,NA,NA,NA,R. Hermann,R. Hermann,8/23/13,NA,NA,Schleswig-Holstein,Germany
MY2640,0,RC301,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Slug,slug,NA,NA,NA,NA,NA,R. Hermann,R. Hermann,8/23/13,NA,NA,Schleswig-Holstein,Germany
JU2316,1,JU2316,L13-1.3,20160408,JU,,,,38.7175,-9.1486,Botanical garden zoo,Rotting fruit,Isolated from rotten Ficus macrophylla fruits; botanical gardens,NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,8/25/13,NA,"Isolated from rotten Ficus macrophylla fruits sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a post-dauer juvenile on 26 Aug. Same sample as JU2317 and JU2377",Lisbon,Portugal
JU2519,1,JU2519,L13-5.3,20160408,JU,,,,38.7175,-9.1486,Botanical garden zoo,Rotting fruit,Isolated from rotten Ficus isophlebia fruits; botanical gardens,NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,8/25/13,NA,"Isolated from rotten Ficus isophlebia fruits sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a dauer juvenile on 26 Aug. Same sample as JU2520-1. Same tree as JU778-81",Lisbon,Portugal
JU2522,1,JU2522,NA,20160408,JU,,,,38.7175,-9.1486,Botanical garden zoo,Rotting fruit,Isolated from rotten fruits of Harpephyllum caffrum (Anacardiaceae); botanical gardens,NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,8/25/13,NA,"Isolated from rotten fruits of Harpephyllum caffrum (Anacardiaceae) sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a young adult on 27 Aug. Same sample as JU2523. Same tree as JU775-7",Lisbon,Portugal
JU2526,1,JU2526,L13-7.9,20160408,JU,,,,38.7175,-9.1486,Botanical garden zoo,Rotting fruit,Isolated from rotten fruits of Chrysophyllum imperiale; botanical gardens,NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,8/25/13,NA,"Isolated from rotten fruits of Chrysophyllum imperiale sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a dauer juvenile on 26 Aug. Same sample as JU2524-5.",Lisbon,Portugal
CX11307,1,CX11307,HEY-011,20160408,CX,,,,34.12946,-118.10987,Urban garden,Soil,soil,NA,NA,NA,NA,NA,A. Sivasundar,A. Sivasundar,9/3/13,exact location in garden is unknown,isolated in Huntington Gardens,California,United States
CX11315,1,CX11315,HEY-039,20160408,CX,,,,34.12946,-118.10987,Urban garden,Soil,soil,NA,NA,NA,NA,NA,A. Sivasundar,A. Sivasundar,9/3/13,exact location in garden is unknown,isolated in Huntington Gardens,California,United States
MY2713,1,MY2713,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,isopod Oniscus asellus,NA,NA,NA,NA,NA,M. Barg,M. Barg,9/3/13,NA,NA,Schleswig-Holstein,Germany
MY2679,0,MY2713,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,isopod,NA,NA,NA,NA,NA,R. Hermann,R. Hermann,9/4/13,NA,NA,Schleswig-Holstein,Germany
MY2681,0,RC301,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,myriapod,NA,NA,NA,NA,NA,C. Petersen,C. Petersen,9/4/13,NA,NA,Schleswig-Holstein,Germany
MY2719,0,MY2693,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Isopod,chilopod,NA,NA,NA,NA,NA,M. Barg,M. Barg,9/5/13,NA,NA,Schleswig-Holstein,Germany
NIC501,1,NIC501,PA-05/11a-1,20170531,NIC,,,,48.77302,2.2675,Botanical garden zoo,Fruit,Apples,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,9/14/13,NA,NA,Île-de-France,France
JU2572,1,JU2572,i6-3,20170531,JU,,,,48.81257,2.395372,Urban garden,Rotting stem,rotting Petasites stems,NA,NA,NA,NA,NA,S. Marsh,S. Marsh,10/1/13,NA,NA,Île-de-France,France
JU2566,1,JU2566,parc5,20170531,JU,,,,48.83886,2.44599,Botanical garden zoo,Rotting stem,rotting Gunnera stems in the Parc Floral,NA,NA,NA,NA,NA,L. Frézal,M.-A. Félix,10/2/13,NA,NA,Île-de-France,France
JU2565,1,JU2565,NA,20170531,JU,,,,44.958394,1.066213,Rural garden,Rotting fruit,"rotting fruit, figs",NA,NA,NA,NA,NA,L. Frézal,T. Bélicard,10/5/13,NA,NA,Nouvelle-Aquitaine,France
JU2575,1,JU2575,CR37.1,20170531,JU,,,,49.0857,3.0707,Forest,Rotting stem,"rotting stem, Heracleum",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix & S. Marsh,10/26/13,NA,"Isolated from rotting Heracleum stem sampled by Sarah Marsh and MAF on 26 Oct 2013 near Crouy-sur-Ourcq (Seine-et-Marne), France. Isogenic line started from an adult isolated on 26 Oct. GPS 49.0857, 3.0707.",Île-de-France,France
JU2576,1,JU2576,CR38.1,20170531,JU,,,,49.0861,3.072,Forest,Rotting stem,rotting stem,NA,NA,NA,NA,NA,M.-A. Félix,S. Marsh & M.-A. Félix,10/26/13,NA,NA,Île-de-France,France
JU2578,1,JU2578,Bagn.3,20170531,JU,,,,48.87613,2.4315,Botanical garden zoo,Compost,compost in the “jardin partagé”,NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,10/27/13,NA,NA,Île-de-France,France
JU3135,1,JU3135,O1126.8,20170531,JU,,,,48.7015,2.1725,Rural garden,Rotting fruit,"rotting fruit, apple",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,10/29/13,,NA,Île-de-France,France
JU2581,1,JU2581,B13_28.2,20170531,JU,,,,46.6,1.1,Urban garden,Rotting fruit,pears sampled in the garden,NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,11/3/13,NA,NA,Centre-Val de Loire,France
JU2587,1,JU2587,NA,20170531,JU,,,,45.026713,3.872016,Urban garden,Compost,compost,NA,NA,NA,NA,NA,A. Richaud,A. Richaud,11/10/13,NA,NA,Auvergne-Rhône-Alpes,France
JU2586,1,JU2586,Poire3.1,20170531,JU,,,,48.897,2.159,Urban garden,Rotting fruit,"rotting fruit, pear",NA,NA,NA,NA,NA,L. Frézal,A. Zalmanski,11/11/13,NA,NA,Île-de-France,France
JU2592,1,JU2592,plu5.6,20170531,JU,,,,48.628558,-2.403836,Rural garden,Rotting fruit,"rotting fruit, peach",NA,NA,NA,NA,NA,L. Frézal,L. Frézal,11/11/13,NA,NA,Brittany,France
JU3136,0,MY2453,O1143.7,20170531,JU,,,,48.7015,2.1725,Rural garden,Rotting fruit,"rotting fruit, apple",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,11/13/13,NA,NA,Île-de-France,France
JU2570,1,JU2570,niort 7.2,20170531,JU,,,,46.2657,-0.2685,Agricultural land,Rotting nut,rotting walnuts,NA,NA,NA,NA,NA,L. Frézal,F. Besnard,11/13/13,NA,NA,Nouvelle-Aquitaine,France
NIC508,0,MY2535,NAP C3.1,20170531,NIC,,,,40.86183,14.261756,Botanical garden zoo,Flower,Magnolia flowers,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,11/14/13,NA,NA,Campania,Italy
NIC512,0,MY2535,NAP C12.1,20170531,NIC,,,,40.8625,14.2623855,Botanical garden zoo,Fruit,Citrus fruits,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,11/14/13,NA,NA,Campania,Italy
NIC511,1,NIC511,NAP C10.1,20170531,NIC,,,,40.8625,14.2623855,Botanical garden zoo,Fruit,Citrus fruits,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,11/14/13,NA,NA,Campania,Italy
JU2604,0,JU1793,Nu1.1,20170531,JU,,,,49.16477,1.86175,Rural garden,Rotting nut,rotting walnuts,NA,NA,NA,NA,NA,M.-A. Félix,S. Marsh & M.-A. Félix,11/20/13,NA,NA,Île-de-France,France
JU2605,0,JU1793,Nu7.1,20170531,JU,,,,49.166,1.86,Rural garden,Rotting fruit,"rotting fruit, apple",NA,NA,NA,NA,NA,M.-A. Félix,S. Marsh & M.-A. Félix,11/20/13,NA,NA,Île-de-France,France
JU2600,1,JU2600,S333.1,20170531,JU,,,,49.1242,1.9496,Rural garden,Rotting fruit,"rotting fruit, apple",NA,NA,NA,NA,NA,M.-A. Félix,S. Marsh & M.-A. Félix,11/20/13,NA,NA,Île-de-France,France
JU2610,1,JU2610,Wy5.2,20170531,JU,,,,49.1075,1.7915,Agricultural land,Rotting fruit,"rotting fruit, apple",NA,NA,NA,NA,NA,M.-A. Félix,S. Marsh & M.-A. Félix,11/20/13,NA,NA,Île-de-France,France
NIC513,1,NIC513,1.1a/LIS1,20170531,NIC,,,,38.776038,-9.167136,Botanical garden zoo,Fruit,Olives,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,11/30/13,NA,NA,Lisbon,Portugal
NIC514,1,NIC514,2.1a/LIS3,20170531,NIC,,,,38.776038,-9.167136,Botanical garden zoo,Fruit,Olives,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,11/30/13,NA,NA,Lisbon,Portugal
NIC515,1,NIC515,5.1c/LIS4,20170531,NIC,,,,38.776775,-9.165884,Botanical garden zoo,Fruit,Apples,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,11/30/13,NA,NA,Lisbon,Portugal
JU2619,1,JU2619,SB01; SB13-1; SB13-01;,20170531,JU,,,,32.998352,-117.275428,Urban garden,Compost,compost,NA,NA,NA,NA,NA,M.-A. Félix,S. Marsh,1/1/14,Only month/year (January 2014) is known.,"Isolated from compost from Solana Beach (32.998352, -117.275428), California by Sarah Marsh in January 2014.",California,United States
NIC521,0,NIC527,ESP1/2a,20170531,NIC,,,,36.535679,-6.304441,Botanical garden zoo,Fruit,"Small woody fruits, humus",NA,NA,NA,NA,NA,C. Braendle,C. Braendle,4/1/14,NA,NA,Andalusia,Spain
NIC522,1,NIC522,ESP2/3.1c,20170531,NIC,,,,36.535679,-6.304441,Botanical garden zoo,Fruit,Citrus fruit,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,4/1/14,NA,NA,Andalusia,Spain
NIC523,1,NIC523,ESP4/6.1b,20170531,NIC,,,,36.535679,-6.29831,Botanical garden zoo,Fruit,"Ficus fruits woody, humus",NA,NA,NA,NA,NA,C. Braendle,C. Braendle,4/1/14,NA,NA,Andalusia,Spain
NIC526,1,NIC526,ESP8/1.2a,20170531,NIC,,,,36.535679,-6.304441,Botanical garden zoo,Fruit,"Fruit shells, woody",NA,NA,NA,NA,NA,C. Braendle,C. Braendle,4/1/14,NA,NA,Andalusia,Spain
NIC527,1,NIC527,ESP9/4a,20170531,NIC,,,,36.535679,-6.304441,Botanical garden zoo,Fruit,Citrus fruit,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,4/1/14,NA,NA,Andalusia,Spain
NIC528,1,NIC528,ESP10/5a,20170531,NIC,,,,36.535679,-6.29831,Botanical garden zoo,Fruit,Orange,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,4/1/14,NA,NA,Andalusia,Spain
NIC529,1,NIC529,ESP11/8.2c,20170531,NIC,,,,37.870754,-4.784967,Botanical garden zoo,Fruit,"Olives, litter, humus",NA,NA,NA,NA,NA,C. Braendle,C. Braendle,5/1/14,NA,NA,Andalusia,Spain
BRC20113,0,BRC20067,NA,20170531,BRC,,,,24.124167,121.283056,NA,Fruit,fruit,NA,NA,NA,NA,NA,J.-C. Hsu,C. Lee and N. Chang,5/9/14,NA,NA,Taiwan,Taiwan
BRC20231,0,MY23,NA,20170531,BRC,,,,23.541517,120.908112,NA,Rotting flower,"rotting flower, on tree",NA,NA,NA,NA,NA,NA,Volans,6/15/14,NA,NA,Taiwan Province,Taiwan
ECA190,0,ECA189,NA,20170531,ECA,,,,19.423889,-155.2225,Forest,Soil,next to a yacon plant,NA,NA,NA,NA,NA,R. Tanny,T. Blanche,7/9/14,NA,NA,Hawaii,United States
ECA192,0,ECA189,NA,20170531,ECA,,,,19.424444,-155.221944,Forest,Compost,garden trash pile by road,NA,NA,NA,NA,NA,R. Tanny,T. Blanche,7/9/14,NA,NA,Hawaii,United States
ECA193,0,ECA189,NA,20170531,ECA,,,,19.424444,-155.221944,Forest,Compost,garden trash pile by road,NA,NA,NA,NA,NA,R. Tanny,T. Blanche,7/9/14,NA,NA,Hawaii,United States
ECA189,1,ECA189,NA,20170531,ECA,,,,19.423889,-155.2225,Forest,Soil,next to a yacon plant,NA,NA,NA,NA,NA,R. Tanny,T. Blanche,7/9/14,NA,NA,Hawaii,United States
ECA191,1,ECA191,NA,20170531,ECA,,,,19.424167,-155.221944,Forest,Rotting flower,rotting ginger heap,NA,NA,NA,NA,NA,R. Tanny,T. Blanche,7/9/14,NA,NA,Hawaii,United States
BRC20263,1,BRC20263,NA,20170531,BRC,,,,-33.86748611,151.2069889,NA,NA,NA,NA,NA,NA,NA,NA,J.-C. Hsu,C. Lee and N. Chang,8/4/14,NA,NA,New South Wales,Australia
JU2800,1,JU2800,Ca4.1,20170531,JU,,,,48.79,2.331,Urban garden,Rotting fruit,"rotting fruit, pear",NA,NA,NA,NA,NA,M.-A. Félix,M. Casado,9/1/14,only year and month (September 2014) are known,NA,Île-de-France,France
MY2741,1,MY2741,NA,20170531,MY,,,,54.3491,10.11505,Botanical garden zoo,Slug,slug,NA,NA,NA,NA,NA,C. Petersen,C. Petersen,9/1/14,NA,NA,Schleswig-Holstein,Germany
JU2802,0,JU2800,NA,20170531,JU,,,,48.9067,2.14167,Rural garden,Rotting fruit,"rotting fruit, rhubarb stems",NA,NA,NA,NA,NA,F. Besnard,F. Besnard,9/14/14,NA,NA,Île-de-France,France
JU2811,1,JU2811,Syd 2.2,20170531,JU,,,,-33.8632,151.219453,Botanical garden zoo,Rotting fruit,rotting ficus fruit,NA,NA,NA,NA,NA,S. Marsh,S. Marsh,9/24/14,NA,NA,New South Wales,Australia
XZ1513,1,XZ1513,NA,20170531,XZ,,,,22.14787,-159.63105,NA,Rotting fruit,"rotting fruit, small red berries",NA,NA,NA,NA,NA,M. Ailion,M. Ailion,10/8/14,NA,NA,Hawaii,United States
NIC1049,1,NIC1049,4,20170531,NIC,,,,43.593561,1.45032,Botanical garden zoo,Compost,Compost fresh,NA,NA,NA,NA,NA,C. Braendle,C. Braendle,10/14/14,NA,NA,Occitanie,France
XZ1514,1,XZ1514,NA,20170531,XZ,,,,22.149,-159.668,NA,Rotting fruit,rotten small fruit (papaya or mango?),NA,NA,NA,NA,NA,M. Ailion,M. Ailion,10/15/14,NA,NA,Hawaii,United States
XZ1515,1,XZ1515,NA,20170531,XZ,,,,22.149,-159.668,NA,Rotting fruit,rotten small berries,NA,NA,NA,NA,NA,M. Ailion,M. Ailion,10/15/14,NA,NA,Hawaii,United States
XZ1516,1,XZ1516,NA,20170531,XZ,,,,22.149,-159.668,NA,Rotting fruit,rotten small berries,NA,NA,NA,NA,NA,M. Ailion,M. Ailion,10/15/14,NA,NA,Hawaii,United States
JU3137,1,JU3137,O1183.5,20170531,JU,,,,48.7015,2.1725,Rural garden,Rotting fruit,"rotting fruit, apple",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,10/20/14,,NA,Île-de-France,France
WN2035,0,WN2033,,20170531,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 2,NA,NA,NA,NA,NA,J. Riksen,J. Riksen,11/5/14,NA,NA,Gelderland,Netherlands
WN2039,0,WN2033,,20170531,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 1,NA,NA,NA,NA,NA,J. Riksen,J. Riksen,11/5/14,NA,NA,Gelderland,Netherlands
WN2033,1,WN2033,,20170531,WN,,,,51.975,5.694,Rural garden,Stem,Sunflower stem 1,NA,NA,NA,NA,NA,J. Riksen,J. Riksen,11/5/14,NA,NA,Gelderland,Netherlands
WN2056,0,WN2050,,20170531,WN,,,,51.975,5.717,Rural garden,Plant,hogweed-1,NA,NA,NA,NA,NA,J. Riksen,J. Riksen,11/11/14,NA,NA,Gelderland,Netherlands
WN2050,1,WN2050,,20170531,WN,,,,51.975,5.717,Rural garden,Plant,hogweed-1,NA,NA,NA,NA,NA,J. Riksen,J. Riksen,11/11/14,NA,NA,Gelderland,Netherlands
JU2825,1,JU2825,MI-11-14-5.1,20170531,JU,,,,48.8092,2.3862,NA,Rotting stem,rotting Petasites stem,NA,NA,NA,NA,NA,R. Luallen,R. Luallen,11/14/14,NA,NA,Île-de-France,France
NIC1107,1,NIC1107,1,20170531,NIC,,,,43.716278,7.266935,Botanical garden zoo,Fruit,Gingko fruits,NA,NA,NA,NA,NA,C. Braendle,A. Vielle & P. Vigne,11/25/14,NA,NA,Provence-Alpes-Côte d'Azur,France
JU2838,1,JU2838,Puebla2,20170531,JU,,,,20.205961,-97.98832,NA,Rotting fruit,"rotting fruit, orange",NA,NA,NA,NA,NA,A. Vargas Velazquez,A. Vargas Velazquez,1/1/15,NA,1300 m elevation,Puebla,Mexico
JU2841,1,JU2841,NA,20170531,JU,,,,-40,176,NA,Slug,slug,NA,NA,NA,NA,NA,M. Wilson,M. Wilson,3/1/15,only year and month (March 2015) is known,NA,,New Zealand
JU2853,1,JU2853,Port 1.1,20170531,JU,,,,41.19,-7.545,NA,Soil,soil from a pot plant,NA,NA,NA,NA,NA,M.-A. Félix,M. Félix & B. Félix,5/1/15,only year and month (May 2015) is known,NA,Vila Real District,Portugal
JU2860,0,JU1200,Cam4.2,20170531,JU,,,,52.19842,0.115365,Rural garden,Rotting fungus,"rotting wood, fungus, rotting leaf sample",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,6/6/15,NA,NA,England,United Kingdom
JU2862,1,JU2862,Cam7.3,20170531,JU,,,,52.1944,0.1264,Botanical garden zoo,Rotting plant,"rotting plant, lowers of Napoleona vogelli",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,6/6/15,NA,NA,England,United Kingdom
JU2866,1,JU2866,U4.6,20170531,JU,,,,34.0751,-118.4409,Botanical garden zoo,Rotting fruit,"rotting fruit, unidentified",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,6/28/15,NA,NA,California,United States
JU2878,1,JU2878,Berry-Mexico,20170531,JU,,,,19.29732,-99.098769,Botanical garden zoo,Rotting fruit,rotten berry in greenhouse,NA,NA,NA,NA,NA,A. Vargas Velazquez,A. Vargas Velazquez,7/2/15,NA,2400 m elevation,Mexico City,Mexico
JU2879,1,JU2879,Apple-Mexico,20170531,JU,,,,19.29732,-99.098769,Botanical garden zoo,Rotting fruit,"rotting fruit, apple in green house",NA,NA,NA,NA,NA,A. Vargas Velazquez,A. Vargas Velazquez,7/2/15,NA,2400 m elevation,Mexico City,Mexico
JU2908,0,JU2907,F16.2,20170531,JU,,,,43.8063,11.2839,Rural garden,Leaf litter,"Isolated from rich and humid humus (soil, leaves, rotting hawthorn fruits)",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,12/13/15,NA,NA,Tuscany,Italy
JU2906,1,JU2906,F10.3,20170531,JU,,,,43.8023,11.2806,Urban garden,Rotting stem,rotting stems,NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,12/13/15,NA,NA,Tuscany,Italy
JU2907,1,JU2907,F13.2,20170531,JU,,,,43.8021,11.2906,Rural garden,Compost,"Isolated from a heap (rotting leaves, acorns, horse chestnuts, moss)",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,12/13/15,NA,NA,Tuscany,Italy
ECA348,1,ECA348,NA,20170531,ECA,,,,37.775334,-122.253889,Urban garden,Rotting fruit,rotting leaves and Ginko berries in an urban garden,NA,NA,NA,NA,NA,K. Patel,S. Zdraljevic,12/30/15,NA,NA,California,United States
ECA350,0,ECA349,NA,20170531,ECA,,,,32.765353,-117.235442,Urban garden,Slug,rotting palm nuts and live slug in palm nut at base of palm tree,NA,NA,NA,NA,NA,K. Patel,E. Andersen,2/9/16,,,California,United States
ECA349,1,ECA349,NA,20170531,ECA,,,,32.765758,-117.236741,Urban garden,Rotting nut,rotting palm nuts outside dumpsters,NA,NA,NA,NA,NA,K. Patel,E. Andersen,2/9/16,,,California,United States
ECA363,1,ECA363,NA,20170531,ECA,,,,20.723611,-156.304444,Forest,Leaf litter,leaves in a campsite off of a loop of Waipoli Rd (cloud covered),NA,NA,NA,NA,ECA363.jpg,K. Patel,C. Andersen & M. Andersen,2/19/16,2:45 PM,5400 ft elevation,Hawaii,United States
ECA369,1,ECA369,NA,20170531,ECA,,,,21.175556,-157.006389,Forest,Leaf litter,needles at the base of an evergreen tree on the walk to phallic rock,NA,NA,NA,NA,ECA369.jpg,K. Patel,C. Andersen & M. Andersen,2/20/16,10:53 AM,1640 ft elevation,Hawaii,United States
ECA372,1,ECA372,NA,20170531,ECA,,,,22.121667,-159.664444,Forest,Leaf litter,rotting needles and dirt at base of huge evergreen tree,NA,NA,NA,NA,ECA372.jpg,K. Patel,C. Andersen & M. Andersen,2/27/16,10:58 AM,3640 ft elevation,Hawaii,United States
JU3125,1,JU3125,S7.1,20170531,JU,,,,38.1127,13.3722,Botanical garden zoo,Rotting fruit,"rotting fruit, oranges",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,4/20/16,NA,NA,Sicily,Italy
JU3127,1,JU3127,S9.1,20170531,JU,,,,38.11196,13.37274,Botanical garden zoo,Rotting fruit,"rotting fruit, banana stems",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,4/20/16,NA,NA,Sicily,Italy
JU3128,1,JU3128,S18.1,20170531,JU,,,,37.076,15.2763,Urban garden,Rotting fruit,"rotting fruit, oranges",NA,NA,NA,NA,NA,M.-A. Félix,M.-A. Félix,4/23/16,NA,NA,Sicily,Italy
JU3144,1,JU3144,C3.4,20170531,JU,,,,6.18,10.52,Mountain,Leaf litter,rotting leaves,NA,NA,NA,NA,NA,M.-A. Félix,J. David,5/1/16,only month and year are known,NA,Northwest,Cameroon
ECA393,0,ECA189,,20170531,ECA,,,,19.449831,-155.235493,Rural garden,Compost,Compost bin,NA,NA,NA,NA,NA,R. Tanny,G. Chavez,5/17/16,NA,NA,Hawaii,Unites States
ECA395,0,ECA189,,20170531,ECA,,,,19.449831,-155.235493,Rural garden,Soil,garden soil,NA,NA,NA,NA,NA,R. Tanny,G. Chavez,5/17/16,NA,NA,Hawaii,Unites States
ECA397,0,ECA396,,20170531,ECA,,,,19.449831,-155.235493,Rural garden,Rotting fruit,"rotting fruit, lemons",NA,NA,NA,NA,NA,R. Tanny,G. Chavez,5/17/16,NA,NA,Hawaii,Unites States
ECA398,0,ECA396,,20170531,ECA,,,,19.449831,-155.235493,Rural garden,Rotting fruit,"rotting fruit, lemons",NA,NA,NA,NA,NA,R. Tanny,G. Chavez,5/17/16,NA,NA,Hawaii,Unites States
ECA399,0,ECA396,,20170531,ECA,,,,19.449831,-155.235493,Rural garden,Rotting fruit,"rotting fruit, lemons",NA,NA,NA,NA,NA,R. Tanny,G. Chavez,5/17/16,NA,NA,Hawaii,Unites States
ECA396,1,ECA396,,20170531,ECA,,,,19.449831,-155.235493,Rural garden,Rotting fruit,"rotting fruit, lemons",NA,NA,NA,NA,NA,R. Tanny,G. Chavez,5/17/16,NA,NA,Hawaii,Unites States
PX174,0,RC301,NA,20160408,CGC,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Likely contaminated with RC301,,
ECA243,1,CB4851,CB4851 (CGC)|CB4851_CGC|CB4851|N62,20160408,CGC,,,,44.85,0.48,Urban garden,Soil,soil,NA,NA,NA,NA,NA,V. Nigon,V. Nigon,NA,pre-1949,"Isolated before 1949, kept in the laboratory of J. Brun for many years, N62 culture named and frozen by S. Brenner, same culture at RW7000. Tc1 pattern HCB.",Aquitaine,France
CB4852,1,CB4852,N3,20160408,CGC,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,pre-1966,"Isolated by workers at Imperial College, London. Obtained by S. Brenner in 1966 and kept in liquid medium for three years before freezing",,
PS2025,1,PS2025,NA,20160408,CGC,,,,34.19,-118.13,Urban garden,NA,NA,NA,NA,NA,NA,NA,J. Demodena,J. Demodena,NA,NA,NA,California,United States
ECA347,1,ECA347,NA,20180413,ECA,,,,19.438889,-155.303611,Forest,Leaf litter,"leaves at base of tree off one-mile loop hike in """"Bird Park""""",NA,NA,NA,NA,ECA347.jpg,K. Patel,C. Andersen & M. Andersen,2/7/16,11:31 AM,3940 ft elevation,Hawaii,United States
ECA394,0,ECA189,,20180413,ECA,,,,19.449831,-155.235493,Rural garden,Compost,Compost bin,NA,NA,NA,NA,NA,R. Tanny,G. Chavez,5/17/16,NA,NA,Hawaii,Unites States
ECA702,0,ECA701,,20180413,ECA,hawaii_2017,C-1175,S-05894,22.123283,-159.656428,Forest,Rotting flower,,19.2,21.9,NA,79.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1175.jpg,J. van der Zwaag,D. Cook,8/11/17,,,Hawaii,United States
ECA701,1,ECA701,,20180413,ECA,hawaii_2017,C-1175,S-05886,22.123283,-159.656428,Forest,Rotting flower,,19.2,21.9,NA,79.9,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-1175.jpg,J. van der Zwaag,D. Cook,8/11/17,,,Hawaii,United States
ECA734,0,ECA738,,20180413,ECA,hawaii_2017,C-0736,S-06447,21.13927631,-156.9740559,Forest,Rotting flower,,22.4,24.7,66.5,70.6,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0736.jpg,S. Brady,S. Brady,8/12/17,,,Hawaii,United States
ECA735,0,ECA738,,20180413,ECA,hawaii_2017,C-0736,S-06465,21.13927631,-156.9740559,Forest,Rotting flower,,22.4,24.7,66.5,70.6,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0736.jpg,S. Brady,S. Brady,8/12/17,,,Hawaii,United States
ECA736,0,ECA738,,20180413,ECA,hawaii_2017,C-0736,S-06467,21.13927631,-156.9740559,Forest,Rotting flower,,22.4,24.7,66.5,70.6,https://storage.googleapis.com/elegansvariation.org/photos/hawaii2017/C-0736.jpg,S. Brady,S. Brady,8/12/17,,,Hawaii,United States
