A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,samples,K_value
1e-5,1e-5,0.787826,1e-5,1e-5,1e-5,0.17029,0.041765,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,JU367,15
0.82622,1e-5,0.173647,1e-5,1e-5,1e-5,1e-5,1.3e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,JU393,15
1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,JU394,15
1e-5,1e-5,0.222133,1e-5,1e-5,1e-5,1e-5,1.3e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.777734,1e-5,JU397,15
1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,JU406,15
1e-5,1e-5,0.612499,1e-5,1e-5,1e-5,0.004349,1e-5,1e-5,1e-5,0.1933,1e-5,1e-5,0.189742,1e-5,JU440,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.732659,1e-5,1e-5,1e-5,0.267211,1e-5,1e-5,1e-5,1e-5,JU561,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.515718,1e-5,0.019108,0.185936,0.10647,1e-5,0.172669,1e-5,JU642,15
1e-5,1e-5,1e-5,1e-5,0.192391,1e-5,1e-5,0.807479,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,JU751,15
1e-5,1e-5,1e-5,1e-5,1e-5,0.050578,0.062058,0.168822,1e-5,0.097114,0.160571,0.460767,1e-5,1e-5,1e-5,JU774,15
1e-5,1e-5,1e-5,0.85339,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.14648,1e-5,1e-5,1e-5,JU775,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,JU778,15
1e-5,1e-5,1e-5,0.261189,1e-5,1e-5,0.017966,1e-5,1e-5,1e-5,1e-5,0.720725,1e-5,1e-5,1e-5,JU782,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,JU792,15
1e-5,1e-5,1e-5,1e-5,0.116772,1e-5,0.127975,0.736912,1e-5,1e-5,0.018231,1e-5,1e-5,1e-5,1e-5,JU830,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.135294,1e-5,1e-5,0.030252,0.150039,1e-5,1e-5,0.684305,1e-5,JU847,15
1e-5,1e-5,1e-5,1e-5,0.124451,1e-5,1e-5,1e-5,1e-5,1e-5,0.737265,0.101233,1e-5,0.036941,1e-5,KR314,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.144627,0.09256,0.762694,1e-5,1e-5,1e-5,LKC34,15
1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,LSJ1,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.168807,1e-5,0.553524,0.277549,1e-5,1e-5,1e-5,1e-5,MY1,15
0.019641,1e-5,1e-5,0.093582,1e-5,1e-5,0.005671,0.325466,1e-5,1e-5,0.353223,0.202326,1e-5,1e-5,1e-5,MY10,15
1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,MY16,15
1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,MY18,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.594319,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.405551,1e-5,MY2147,15
1e-5,1e-5,1e-5,1e-5,0.086257,1e-5,0.200266,1e-5,1e-5,1e-5,0.530233,1e-5,1e-5,0.183134,1e-5,MY2212,15
1e-5,0.381864,1e-5,1e-5,0.61800600000000006,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,MY23,15
1e-5,1e-5,0.384519,1e-5,0.204869,1e-5,1e-5,1e-5,1e-5,1e-5,0.09549,0.001173,1e-5,0.313849,1e-5,MY2453,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.355311,1e-5,1e-5,1e-5,0.37968,0.11047,1e-5,0.154429,1e-5,MY2530,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.052915,0.827187,1e-5,1e-5,0.119778,1e-5,1e-5,1e-5,1e-5,MY2535,15
1e-5,1e-5,0.307739,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.692131,1e-5,MY2573,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,MY2585,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,MY2693,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,MY2713,15
1e-5,1e-5,1e-5,1e-5,0.611836,1e-5,1e-5,1e-5,1e-5,1e-5,0.388034,1e-5,1e-5,1e-5,1e-5,MY2741,15
1e-5,1e-5,1e-5,1e-5,0.351302,1e-5,1e-5,1e-5,0.34749,1e-5,0.283529,0.017568,1e-5,1e-5,1e-5,MY518,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.918662,0.081208,1e-5,1e-5,1e-5,MY679,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.168113,0.217293,1e-5,1e-5,1e-5,1e-5,1e-5,0.614474,1e-5,MY772,15
1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,MY795,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.666841,1e-5,1e-5,1e-5,0.129808,1e-5,1e-5,0.203231,1e-5,MY920,15
1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,N2,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.499366,0.090051,1e-5,0.410463,1e-5,NIC1,15
1e-5,1e-5,0.334638,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.010383999999999999,1e-5,1e-5,1e-5,0.654857,1e-5,NIC1049,15
1e-5,1e-5,0.72774,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.2e-5,1e-5,1e-5,1e-5,0.272128,1e-5,NIC1107,15
1e-5,1e-5,0.023868,1e-5,1e-5,1e-5,1e-5,0.070805,1e-5,0.287487,0.214925,1e-5,1e-5,0.402814,1e-5,NIC166,15
0.111179,1e-5,1e-5,0.260384,0.013772,1e-5,0.266362,1e-5,1e-5,0.247338,1e-5,0.100875,1e-5,1e-5,1e-5,NIC195,15
0.232632,1e-5,1e-5,0.470515,1e-5,1e-5,1e-5,1e-5,1e-5,0.243959,1e-5,1e-5,1e-5,0.052785,1e-5,NIC199,15
1e-5,1e-5,0.384629,1e-5,1e-5,1e-5,0.213488,1e-5,1e-5,1e-5,0.401762,1e-5,1e-5,1e-5,1e-5,NIC2,15
1e-5,1e-5,0.079897,1e-5,1e-5,1e-5,0.034388,1e-5,1e-5,1e-5,0.528393,0.15538,1e-5,0.201843,1e-5,NIC207,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.767132,0.232738,1e-5,1e-5,1e-5,NIC231,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,NIC236,15
1e-5,1e-5,0.450143,1e-5,1e-5,1e-5,1e-5,0.065006,1e-5,1e-5,1e-5,0.342165,1e-5,0.142576,1e-5,NIC242,15
1e-5,0.027757,0.053974,0.767287,0.066848,1e-5,0.008193,1e-5,1e-5,0.075851,1e-5,1e-5,1e-5,1e-5,1e-5,NIC251,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.880582,1e-5,0.119288,1e-5,1e-5,1e-5,NIC252,15
1e-5,1e-5,0.28489,1e-5,1e-5,1e-5,1e-5,0.083808,1e-5,1e-5,0.505422,1e-5,1e-5,0.125769,1e-5,NIC255,15
1e-5,1e-5,1e-5,0.198394,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.801476,1e-5,1e-5,1e-5,NIC256,15
1e-5,1e-5,1e-5,0.83481,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.165056,1.4e-5,1e-5,1e-5,NIC258,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.011373,1e-5,1e-5,1e-5,1e-5,0.892806,1e-5,0.095701,1e-5,NIC259,15
1e-5,1e-5,1e-5,0.460847,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.089298,0.449734,1e-5,1e-5,1e-5,NIC260,15
1e-5,1e-5,1e-5,0.544875,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.454991,1.4e-5,1e-5,1e-5,NIC261,15
1e-5,1e-5,1e-5,0.341538,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.658332,1e-5,1e-5,1e-5,NIC262,15
1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NIC265,15
1e-5,1e-5,0.236201,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.763669,1e-5,1e-5,1e-5,1e-5,1e-5,NIC266,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.878971,0.120899,1e-5,1e-5,1e-5,1e-5,NIC267,15
1e-5,0.285011,1e-5,1e-5,0.079412,1e-5,1e-5,1e-5,1e-5,0.635457,1e-5,1e-5,1e-5,1e-5,1e-5,NIC268,15
0.06486,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.580821,1e-5,0.298588,1e-5,0.055621,1e-5,NIC269,15
1e-5,1e-5,1.3e-5,0.21382,1e-5,1e-5,1e-5,1e-5,1e-5,1.8e-5,1e-5,0.78603,2e-5,1e-5,1e-5,NIC271,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,NIC272,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,NIC274,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.273574,0.311314,0.414992,1e-5,1e-5,1e-5,NIC275,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,NIC276,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.540755,1e-5,1e-5,1e-5,1e-5,1e-5,0.459115,1e-5,NIC277,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.250869,0.014552,0.002875,0.190679,1e-5,1e-5,0.540925,1e-5,NIC3,15
0.492337,1e-5,1e-5,1e-5,2e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.507522,1e-5,NIC501,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.45466,0.336248,1e-5,1e-5,1e-5,1e-5,1e-5,0.208972,1e-5,NIC511,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.292202,1e-5,0.707668,1e-5,1e-5,1e-5,NIC513,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.319809,1e-5,0.680061,1e-5,1e-5,1e-5,NIC514,15
0.122231,1e-5,1e-5,1e-5,1e-5,1e-5,1.4e-5,0.509925,1e-5,0.167776,1e-5,0.199955,1e-5,1e-5,1e-5,NIC515,15
1e-5,1e-5,0.045498,1e-5,1e-5,1e-5,0.229251,0.352525,1e-5,1e-5,1e-5,0.372616,1e-5,1e-5,1e-5,NIC522,15
1e-5,0.087404,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.483721,0.428755,1e-5,1e-5,1e-5,NIC523,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.810104,1e-5,1e-5,1e-5,0.189766,1e-5,1e-5,1e-5,NIC526,15
0.31114000000000003,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.607535,1e-5,1e-5,1e-5,1e-5,1e-5,0.081206,1e-5,NIC527,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.741234,1e-5,1e-5,0.258636,1e-5,1e-5,1e-5,1e-5,NIC528,15
1e-5,1e-5,0.123204,1e-5,1e-5,1e-5,1e-5,0.453206,1e-5,0.072053,0.316198,0.035239,1e-5,1e-5,1e-5,NIC529,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.005771,1e-5,0.084764,1e-5,0.909345,1e-5,1e-5,1e-5,1e-5,PB303,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,PB306,15
1e-5,1e-5,1e-5,1e-5,1e-5,1.3e-5,1e-5,1e-5,0.999857,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,PS2025,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.704879,1e-5,1e-5,1e-5,0.294991,1e-5,1e-5,1e-5,1e-5,PX179,15
0.089507,1e-5,1e-5,0.033935,0.194225,1e-5,0.229762,0.135596,0.169536,0.132208,0.015162,1e-5,1e-5,1e-5,1e-5,QG2075,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.155559,0.082095,1e-5,0.529788,0.232449,1e-5,1e-5,1e-5,QG536,15
1e-5,0.081434,1e-5,1e-5,1e-5,0.003038,1e-5,0.003373,0.912044,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,QG556,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,QG557,15
0.225622,1e-5,1e-5,0.029226,1e-5,1e-5,0.191787,1e-5,1e-5,1e-5,0.249815,0.249816,0.053645,1e-5,1e-5,QW947,15
1e-5,1e-5,1e-5,1.5e-5,1e-5,1.7e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999848,1e-5,1e-5,QX1211,15
1e-5,1e-5,1e-5,1e-5,0.105759,1e-5,1e-5,1e-5,0.847241,1e-5,0.046881,1e-5,1e-5,1e-5,1e-5,QX1212,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.77717,1e-5,0.2227,1e-5,1e-5,1e-5,1e-5,QX1233,15
0.03058,0.671196,0.025172,0.004206,1e-5,1e-5,0.144212,0.124541,1.4e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,QX1791,15
1e-5,0.597507,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.186519,0.215854,1e-5,1e-5,1e-5,QX1792,15
1e-5,0.696848,1e-5,1e-5,0.056031,0.095556,1e-5,1e-5,0.001741,1e-5,1e-5,0.149724,1e-5,1e-5,1e-5,QX1793,15
1e-5,0.798952,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.200918,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,QX1794,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,1e-5,1e-5,RC301,15
0.056032,1e-5,1e-5,0.221155,0.314008,1e-5,1e-5,0.408695,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,WN2001,15
0.057504,1e-5,1e-5,1e-5,1e-5,1e-5,0.557673,0.052963,1e-5,1e-5,0.176003,0.155757,1e-5,1e-5,1e-5,WN2002,15
1e-5,1e-5,1e-5,1e-5,0.402902,1e-5,0.137669,1e-5,1e-5,1e-5,0.459309,1e-5,1e-5,1e-5,1e-5,WN2033,15
0.686802,1e-5,0.313068,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,WN2050,15
1e-5,0.732082,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.267788,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,XZ1513,15
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,XZ1514,15
1e-5,0.506132,1e-5,1e-5,1.3e-5,1.8e-5,1e-5,1e-5,0.410946,1e-5,1e-5,1e-5,0.082792,1e-5,1e-5,XZ1515,15
1e-5,0.001245,1e-5,0.121398,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.657098,1e-5,0.220149,XZ1516,15
1e-5,0.32626,1e-5,1e-5,1e-5,1e-5,1e-5,0.67362,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,AB1,14
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,NA,BRC20067,14
1e-5,1e-5,0.072035,1e-5,0.025326,1e-5,0.234109,1e-5,1e-5,1e-5,0.668431,1e-5,1e-5,1e-5,NA,BRC20263,14
1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,CB4851,14
1e-5,0.215996,1e-5,1e-5,1e-5,1e-5,1e-5,0.571548,1e-5,1e-5,0.212346,1e-5,1e-5,1e-5,NA,CB4852,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.629396,1e-5,1e-5,1e-5,1e-5,0.370484,1e-5,1e-5,1e-5,NA,CB4853,14
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.314941,1e-5,1e-5,1e-5,0.684939,1e-5,1e-5,1e-5,NA,CB4854,14
1.9e-5,1e-5,1e-5,1.9e-5,1e-5,0.756706,1e-5,1e-5,1e-5,1e-5,0.243156,1e-5,1e-5,1e-5,NA,CB4855,14
0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,CB4856,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,CB4857,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,CB4858,14
1e-5,0.543656,1e-5,1e-5,1e-5,1e-5,1.1e-5,0.042844,1e-5,0.41339,1e-5,1e-5,1e-5,1e-5,NA,CB4932,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.653503,0.199731,0.052329,0.024167,1e-5,0.070181,1e-5,1e-5,1e-5,NA,CX11254,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,CX11262,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,CX11264,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.303954,0.322787,0.31443,1e-5,1e-5,0.05873,1e-5,1e-5,1e-5,NA,CX11271,14
1e-5,0.00281,1e-5,1e-5,1e-5,0.620794,0.102025,0.195991,1e-5,1e-5,0.07829,1e-5,1e-5,1e-5,NA,CX11276,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.664562,0.335318,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,CX11285,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.690056,1e-5,1e-5,1e-5,1e-5,0.309824,1e-5,1e-5,1e-5,NA,CX11292,14
1e-5,1e-5,0.013281,1e-5,1e-5,0.599848,0.026435,1e-5,1e-5,0.098209,0.21952,1e-5,1e-5,0.042627,NA,CX11307,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,CX11314,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.827591,1e-5,1e-5,1e-5,1e-5,0.172289,1e-5,1e-5,1e-5,NA,CX11315,14
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.827347,0.172533,1e-5,1e-5,1e-5,NA,DL200,14
1e-5,0.061574,1e-5,1e-5,1e-5,0.694541,0.052002,1e-5,0.027403,1e-5,0.16439,1e-5,1e-5,1e-5,NA,DL226,14
0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,DL238,14
1e-5,1e-5,1e-5,1e-5,0.842862,0.157018,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA189,14
1e-5,1e-5,1e-5,0.609557,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.390323,1e-5,NA,ECA191,14
1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA252,14
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,NA,ECA347,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA348,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA349,14
1e-5,1e-5,1e-5,2e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99986,1e-5,1e-5,NA,ECA36,14
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,NA,ECA363,14
0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA369,14
1e-5,1e-5,1.5e-5,1e-5,0.758331,0.226158,0.015396,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA372,14
1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA396,14
0.133783,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.300821,0.521417,0.043879,NA,ECA701,14
0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA703,14
1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA705,14
0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA706,14
1e-5,1e-5,1e-5,1e-5,0.927805,0.072075,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA710,14
1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA712,14
1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA722,14
1e-5,1e-5,1e-5,1e-5,1.5e-5,1.1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999865,1e-5,NA,ECA723,14
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,NA,ECA724,14
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,NA,ECA730,14
0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA732,14
0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA733,14
1e-5,1e-5,1e-5,1e-5,0.715434,0.284446,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA738,14
1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,NA,ECA740,14
1e-5,1e-5,1e-5,1.8e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,0.999862,1e-5,1e-5,NA,ECA741,14
1e-5,1e-5,1.5e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.5e-5,0.999861,1e-5,1e-5,NA,ECA742,14
1e-5,0.013692,1e-5,1e-5,0.843711,0.007097,1e-5,1e-5,1e-5,0.082873,0.052537,1e-5,1e-5,1e-5,NA,ECA743,14
1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA744,14
1e-5,1e-5,1e-5,0.999863,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1.7e-5,1e-5,1e-5,NA,ECA745,14
1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA746,14
1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA760,14
1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA768,14
1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA777,14
1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA778,14
1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA807,14
1e-5,1e-5,1e-5,1e-5,0.99987,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,1e-5,NA,ECA812,14
1e-5,1e-5,1e-5,1e-5,1e-5,0.248358,1e-5,0.056029,0.626801,1e-5,0.068712,1e-5,1e-5,1e-5,NA,ED3005,14
